Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
0UV5zxRMz6AO4ZwUOZNIKI,"Where'd All the Time Go?","Shame, Shame (Deluxe Edition)","Dr. Dog",2010-11-02,234800,77,11146410335,2024-04-29T17:30:36Z,"chamber pop,indie rock,modern folk rock,philly indie,pov: indie,seattle indie,stomp and holler","Anti/Epitaph",0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,4
0AIpGG5dxEgnAymhdJRSZ0,"Champagne Coast","Coastal Grooves","Blood Orange",2011-08-08,292373,72,11146410335,2024-04-29T17:30:36Z,"alternative r&b,art pop,escape room,indie soul,indietronica,metropopolis","Domino Recording Co",0.813,0.406,9,-12.626,1,0.0662,0.0203,0.392,0.0757,0.755,122.658,4
3Q6VfeIZ1bTjWiNe2Or4LQ,"Spud Infinity","Dragon New Warm Mountain I Believe In You","Big Thief",2022-02-11,334802,45,11146410335,2024-04-29T17:30:36Z,"art pop,brooklyn indie,chamber pop,countrygaze,indie pop,indie rock,pov: indie,small room","4AD",0.562,0.633,10,-6.228,1,0.0331,0.157,0.000419,0.16,0.562,132.122,4
5ClxASTE4QhsysP7qSwHIp,"Bordal","Szépek voltak egyszer","egy5egy,Szaffi",2022-10-17,238229,22,11146410335,2024-04-29T17:30:43Z,"hungarian rock","egy5egy",0.642,0.483,1,-5.194,0,0.0284,0.13,0,0.276,0.297,123.016,4
260Ub1Yuj4CobdISTOBvM9,"Wet Dream","Wet Leg","Wet Leg",2022-04-08,140080,65,11146410335,2024-04-29T17:31:03Z,"crank wave,indie rock","Domino Recording Co",0.721,0.701,2,-5.941,1,0.0306,0.000927,0.026,0.234,0.892,130.091,3
2nPrLkzfe6AIJnmOUTg4wh,"You're Not with Me","Intermission","No Vacation",2017-11-17,226560,51,11146410335,2024-04-29T17:31:03Z,"chill dream pop,indie garage rock,indie pop,indie surf","Topshelf Records",0.496,0.648,6,-8.207,1,0.0306,0.404,0.154,0.32,0.126,119.872,4
37pKTyMwalomKCZjxTc2QZ,"Cherry-coloured Funk","Heaven or Las Vegas","Cocteau Twins",1990-09-17,192466,66,11146410335,2024-04-29T17:31:03Z,"alternative rock,art pop,dream pop,ethereal wave,melancholia,new wave,scottish indie,scottish shoegaze,shoegaze,synthpop","4AD",0.49,0.652,2,-5.813,1,0.0274,0.00196,0.0000624,0.0991,0.339,90.085,4
0oxYB9GoOIDrdzniNdKC44,"When the Sun Hits","Souvlaki","Slowdive",1993,285906,71,11146410335,2024-04-29T17:31:03Z,"alternative rock,dream pop,reading indie,shoegaze","Creation Records",0.33,0.532,2,-11.764,1,0.0263,0.00101,0.709,0.101,0.218,93.512,4
2rtGaCAeYtmcIvuZsvgTf6,"How to Disappear Completely","Kid A","Radiohead",2000-10-02,356333,67,11146410335,2024-04-29T17:31:03Z,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock","XL Recordings",0.167,0.302,6,-11.644,0,0.0345,0.316,0.797,0.11,0.19,102.026,4
1FvDJ9KGxcqwv1utyPL3JZ,"This Charming Man - 2011 Remaster","The Smiths","The Smiths",1984-02-20,162920,76,11146410335,2024-04-29T17:31:03Z,"madchester,new wave,permanent wave,rock,uk post-punk","WM UK",0.611,0.846,11,-5.9,1,0.0436,0.00509,0,0.0784,0.751,103.912,4
4Sd5tbNP4q8wS64abqwfkN,"Thinking of a Place","A Deeper Understanding","The War On Drugs",2017-08-25,670666,56,11146410335,2024-04-29T17:31:26Z,"chamber pop,indie rock,modern rock,philly indie","Atlantic Records",0.481,0.632,11,-7.117,1,0.0333,0.385,0.0817,0.116,0.156,103.323,4
5qJqzpNdEbt92roedFwoDR,"Left Hand Free","This Is All Yours","alt-J",2014-09-22,173630,71,11146410335,2024-04-29T17:31:26Z,"indie rock,indietronica,modern alternative rock,modern rock,rock,shimmer pop","Infectious Music",0.697,0.874,3,-4.473,1,0.0496,0.449,0.0144,0.0825,0.81,101.987,4
3NRql0A1Ef4RCvT473iqgD,"Hell N Back","Hell N Back","Bakar",2019-08-15,213573,71,11146410335,2024-04-29T17:31:51Z,"uk alternative hip hop","Black Butter",0.633,0.684,10,-4.314,0,0.591,0.314,0.0000895,0.112,0.725,209.688,4
5773KSWFzg9kCc8yazjbSt,"Deceptacon","Le Tigre","Le Tigre",1999-10-26,184626,66,11146410335,2024-04-29T17:32:01Z,"dance-punk,queercore,riot grrrl","Mr. Lady Records, Le Tigre Records",0.603,0.864,4,-3.341,0,0.0668,0.055,0.00493,0.0986,0.616,160.488,4
6SZwj6cjc8JQbkrr8cbIUn,"Oh Klahoma","Pop Food","Jack Stauber",2017-03-25,185223,67,11146410335,2024-04-29T17:32:32Z,"hypnagogic pop,pittsburgh indie,pov: indie","Plopscotch Records",0.697,0.401,7,-10.216,1,0.0543,0.43,0.0109,0.316,0.478,108.996,4
6Uo4bbukTZ0Yi31mniKfXR,"LIFE'S A BIT","STUFF FROM MY BRAIN","NOAHFINNCE",2021-09-10,150733,46,11146410335,2024-04-29T17:32:35Z,"pov: indie","Hopeless Records",0.583,0.932,5,-4.182,1,0.0919,0.00237,0.00000613,0.684,0.661,119.88,4
0GO8y8jQk1PkHzS31d699N,"Tongue Tied","Never Trust a Happy Song","GROUPLOVE",2011-09-02,218013,75,11146410335,2024-04-29T17:33:11Z,"indie rock,la indie,modern alternative rock,modern rock,pov: indie","Canvasback/ATL",0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,4
68EkhVWIeULhHxcbi1QhzK,"World's Smallest Violin","OK ORCHESTRA","AJR",2021-03-26,180746,65,11146410335,2024-04-29T17:33:11Z,"pov: indie","Black Butter",0.68,0.697,5,-7.01,1,0.0484,0.121,0,0.661,0.684,116.033,4
36TbBJ7mLPOZMAYs0p4mxb,"Mary","Trick","Alex G",2012-11-05,197733,70,11146410335,2024-04-29T17:33:11Z,"philly indie,pov: indie,slacker rock","Lucky Number",0.693,0.467,4,-9.558,0,0.043,0.0497,0.452,0.107,0.402,105.955,4
1Y2583xYzwiEXDetAB7H1Q,"Sex with a Ghost","Sock-Footed","Teddy Hyde",2018-04-02,240229,62,11146410335,2024-04-29T17:33:11Z,"modern indie pop,pov: indie","Teddy Hyde and Many Hats Distribution",0.48,0.329,11,-12.487,0,0.0329,0.874,0.00165,0.244,0.385,80.375,4
2tEKHGZKH3L8Gt1gvp7U15,"Hand Me My Shovel, I'm Going In! - 2020 Remastered Version","SELF-iSH (2020 Remastered Version)","Will Wood and the Tapeworms",2020-12-25,351095,4,11146410335,2024-04-29T17:33:11Z,"new jersey indie,pov: indie","Will Wood LLC",0.335,0.932,4,-3.997,0,0.0883,0.477,0.000151,0.298,0.294,124.95,4
6XrTwqp0vMc2Z3m4ttoyRe,"Michelle","Party Favors","Sir Chloe",2020-10-23,214087,68,11146410335,2024-04-29T17:33:11Z,"indie pop,pov: indie","Terrible Records",0.366,0.439,4,-5.238,1,0.0298,0.0781,0.0000192,0.108,0.11,115.94,3
0vf2eBw2inhl8y61cYQMv2,"Devil Town","Cavetown","Cavetown",2015-11-09,179955,71,11146410335,2024-04-29T17:33:11Z,"bedroom pop,indie pop,pov: indie","Oat Milk Industries and Many Hats Endeavors",0.576,0.759,3,-8.165,1,0.0599,0.12,0,0.121,0.501,99.969,4
37mfTcSlX60JtAvAETytGs,"Choke","Choke","I DONT KNOW HOW BUT THEY FOUND ME",2018-08-24,195717,65,11146410335,2024-04-29T17:33:11Z,"alt z,pov: indie","Fearless Records",0.516,0.85,4,-3.909,0,0.0706,0.00139,0,0.296,0.583,120.324,4
269XSeQhDrWEotMALJaACW,"Amour plastique","Euphories","Videoclub,Adèle Castillon,Mattyeux",2021-01-29,225040,70,11146410335,2024-04-29T17:33:11Z,"french indie pop,french synthpop","Petit Lion Productions",0.702,0.518,6,-7.609,0,0.0297,0.66,0.0000347,0.117,0.234,119.992,4
3sslYZcFKtUvIEWN9lADgr,"First Love/Late Spring","Bury Me At Makeout Creek","Mitski",2014-11-11,278640,75,11146410335,2024-04-29T17:33:15Z,"brooklyn indie,pov: indie","Dead Oceans",0.445,0.543,0,-8.196,1,0.0272,0.000825,0.0137,0.202,0.102,99.963,4
7FAFkQQZFeNwOFzTrSDFIh,"The Spins","K.I.D.S. (Deluxe)","Mac Miller,Empire Of The Sun",2010-08-13,195873,81,11146410335,2024-04-29T17:33:22Z,"hip hop,pittsburgh rap,rap,australian dance,australian electropop,dance rock,indietronica,neo-synthpop","Rostrum Records",0.794,0.766,9,-3.894,0,0.0377,0.0135,0,0.0785,0.55,127.006,4
2mlGPkAx4kwF8Df0GlScsC,"Buttercup","Pop Food","Jack Stauber",2017-03-25,208026,64,11146410335,2024-04-29T17:33:26Z,"hypnagogic pop,pittsburgh indie,pov: indie","Plopscotch Records",0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046,4
0HBrtXJohbIW4IhPZ50GmH,"The Bidding","Marvin's Marvelous Mechanical Museum","Tally Hall",2005-10-24,160613,67,11146410335,2024-04-29T17:33:46Z,"ann arbor indie,pov: indie","Tally Hall",0.538,0.607,9,-5.261,0,0.216,0.248,0.00000554,0.0999,0.515,175.424,4
2kS6td1yvmpNgZTt1q5pQq,"Hayloft","O My Heart","Mother Mother",2008-09-23,181680,21,11146410335,2024-04-29T17:33:46Z,"canadian indie rock,pov: indie,vancouver indie","Last Gang",0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975,4
57RA3JGafJm5zRtKJiKPIm,"Are You Bored Yet? (feat. Clairo)","Nothing Happens","Wallows,Clairo",2019-03-22,178000,79,11146410335,2024-04-29T17:33:46Z,"pov: indie,bedroom pop,indie pop","Atlantic Records",0.682,0.683,8,-6.444,0,0.0287,0.156,0.0000232,0.273,0.64,120.023,4
1NoxZc2x2Y7eX1U5wHj6hr,"Asking To Break","Playing Robots Into Heaven","James Blake",2023-09-08,172844,41,11146410335,2024-04-29T17:34:07Z,"art pop,indie soul,indietronica,uk alternative pop","Republic Records / Polydor Records",0.569,0.566,4,-10.456,0,0.0276,0.698,0.783,0.107,0.142,138.046,4
5d7NvMz2SgyEkvRow7us99,"Lovefool","Amo XO","No Vacation",2015-04-06,130961,53,11146410335,2024-04-29T17:34:32Z,"chill dream pop,indie garage rock,indie pop,indie surf","No Vacation",0.819,0.687,2,-5.967,0,0.0363,0.0549,0.0573,0.0799,0.961,104.019,4
1SvIUtl5QuOTJhKNVikt6m,"L.E.S Artistes","Santigold","Santigold",2008-05-12,206933,51,11146410335,2024-04-29T17:34:32Z,"alternative dance,art pop,indietronica,neo-synthpop","Lizard King Records",0.862,0.797,4,-2.006,1,0.0339,0.0339,0.00000403,0.0841,0.775,117.993,4
2CBtdZVcpSwaxOcLUi1AGo,"Care For You","Care For You","The Marías",2020-10-16,156026,61,11146410335,2024-04-29T17:34:32Z,"bedroom pop,la indie","Superclean Records",0.879,0.413,1,-9.161,0,0.0575,0.816,0.221,0.318,0.869,109.988,4
1mXE3amJxqLBPBUBYQi55e,"Break for Lovers","Headroom","Men I Trust,Helena",2015-06-30,183673,1,11146410335,2024-04-29T17:34:32Z,"indie pop,pov: indie,super eurobeat","Men I Trust",0.858,0.326,11,-11.496,0,0.0784,0.0277,0.0614,0.0798,0.813,97.994,4
3WOZcIibmurJult4Z7Wfce,"Spin Me Around","CINEMA","The Marías",2021-06-25,146973,56,11146410335,2024-04-29T17:34:32Z,"bedroom pop,la indie","Nice Life/Atlantic",0.582,0.342,1,-12.249,0,0.0391,0.442,0.34,0.103,0.327,76.475,4
51EMSRpNm9Rg5rGViVCczv,"Andromeda","Titanic Rising","Weyes Blood",2019-04-05,280186,66,11146410335,2024-04-29T17:34:32Z,"art pop,chamber pop,dream pop,experimental folk,experimental pop,indie pop","Sub Pop Records",0.467,0.461,1,-7.94,0,0.0274,0.368,0.00115,0.358,0.188,131.325,4
4sf4Lq52b2iCoAgpge7a9g,"Ca Plane Pour Moi","Plastic Bertrand","Plastic Bertrand",1998,182133,63,11146410335,2024-04-29T17:34:39Z,"classic belgian pop","[PIAS] AMC",0.421,0.943,10,-4.365,1,0.0951,0.0741,0.0000668,0.105,0.845,165.77,4
4vsoWZcvtvSsE0OiVvDDvX,"Harness Your Hopes - B-side","Brighten the Corners: Nicene Creedence Ed.","Pavement",2008-12-09,206946,69,11146410335,2024-04-29T17:34:47Z,"alternative rock,chamber pop,indie rock,lo-fi,shoegaze,slacker rock","Matador",0.604,0.573,2,-7.804,1,0.037,0.289,0.0406,0.133,0.581,107.862,4
0AB6aQRU0BKy1hCuttL8si,"Come As You Are","Rockin' All Over The World Vol. 2","The Dillingers",2020-06-02,232653,2,11146410335,2024-04-29T17:34:47Z,"","Hohenheim Publishing",0.504,0.614,4,-11.583,0,0.0291,0.00176,0.00717,0.125,0.651,114.656,4
4SgcE7RxpK3ydWrjoAQH1K,"Why Won't You Make Up Your Mind?","InnerSpeaker","Tame Impala",2010-05-21,199093,53,11146410335,2024-04-29T17:35:08Z,"australian psych,modern rock,neo-psychedelic,rock","Universal Music Australia Pty. Ltd.",0.458,0.84,5,-4.812,1,0.0566,0.00747,0.204,0.23,0.543,129.03,4
33X9miK4Xz7pNeVrc9RITG,"Ready to Start","The Suburbs (Deluxe)","Arcade Fire",2010-07-01,255906,55,11146410335,2024-04-29T17:35:08Z,"alternative rock,baroque pop,canadian indie,canadian indie rock,chamber pop,indie rock,indietronica,modern rock,permanent wave,quebec indie,rock","Sony Music CG",0.277,0.934,9,-4.672,1,0.0382,0.117,0.0242,0.0692,0.519,188.797,4
0Molxw6WdYhOifas6NiQL2,"I Hope to Be Around","I Hope to Be Around","Men I Trust",2017-11-10,205554,0,11146410335,2024-04-29T17:35:08Z,"indie pop,pov: indie","Men I Trust",0.821,0.383,11,-9.355,1,0.0387,0.78,0.00171,0.11,0.788,87.954,4
6ZjixnUBQm2O4RzEJMmhdb,"Reaper","Intermission","No Vacation",2017-11-17,162480,55,11146410335,2024-04-29T17:35:08Z,"chill dream pop,indie garage rock,indie pop,indie surf","Topshelf Records",0.488,0.613,9,-7.837,1,0.0272,0.506,0.683,0.11,0.248,124.456,4
4WYVA9t70fpESE1mychdZL,"Mistakes","We've Been Going About This All Wrong","Sharon Van Etten",2022-05-06,239146,42,11146410335,2024-04-29T17:35:08Z,"art pop,chamber pop,indie rock,melancholia,new jersey indie,singer-songwriter","Jagjaguwar",0.571,0.775,6,-7.83,1,0.0273,0.00278,0.59,0.182,0.515,99.902,4
2aq3xWbTmHt8fJhrLiYnMb,"I'll Haunt You","Swimmer","Tennis",2020-02-14,152392,34,11146410335,2024-04-29T17:35:56Z,"art pop,chamber pop,chillwave,denver indie,indie pop,indie rock,indie surf,shimmer pop","Mutually Detrimental",0.486,0.268,4,-11.122,1,0.0333,0.735,0.0008,0.123,0.134,72.47,4
4m0dj1HxXzFlnIqPkomXQB,"Found Me","Oncle Jazz","Men I Trust",2019-09-13,211961,48,11146410335,2024-04-29T17:35:56Z,"indie pop,pov: indie","Independent",0.682,0.604,1,-12.955,1,0.0463,0.566,0.907,0.135,0.796,109.014,4
42LY6qYxu3L6nJ7Dt72gNy,"I hope that you think of me","Hard Times / Bad Trips","Pity Party (Girls Club),Lucys",2022-01-02,128000,69,11146410335,2024-04-29T17:35:56Z,"bedroom pop","PPGC, under exclusive license to Amuseio AB",0.845,0.455,3,-9.857,1,0.045,0.0625,0.0000641,0.108,0.65,105,4
3jjsRKEsF42ccXf8kWR3nu,"Washing Machine Heart","Be the Cowboy","Mitski",2018-08-17,128198,81,11146410335,2024-04-29T17:36:26Z,"brooklyn indie,pov: indie","Dead Oceans",0.613,0.822,9,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997,4
4riDfclV7kPDT9D58FpmHd,"Some","Some","Steve Lacy",2016-10-31,118393,79,11146410335,2024-04-29T17:36:26Z,"afrofuturism","L-M Records",0.784,0.554,7,-6.417,1,0.03,0.00548,0.254,0.0995,0.634,104.01,4
1RRBuxXdsIB0yazqGDlKTj,"Baby Blue","6 Feet Beneath the Moon","King Krule",2013-08-24,215506,49,11146410335,2024-04-29T17:36:26Z,"uk alternative pop","XL Recordings",0.461,0.331,3,-11.03,1,0.0359,0.613,0.00104,0.129,0.0899,102.488,4
6cmt9CRoK0KGcNg9Tpje53,"Riot!","Some Rap Songs","Earl Sweatshirt",2018-11-30,66133,59,11146410335,2024-04-29T17:37:05Z,"alternative hip hop,drumless hip hop,experimental hip hop,hip hop,rap,underground hip hop","Tan Cressida/Columbia",0.489,0.624,4,-1.916,0,0.0344,0.834,0.347,0.325,0.574,167.108,4
04CwADpo37TwnwqQLskoo5,"Border Line","6 Feet Beneath the Moon","King Krule",2013-08-24,185853,46,11146410335,2024-04-29T17:37:10Z,"uk alternative pop","XL Recordings",0.642,0.549,11,-8.303,0,0.0996,0.522,0.000116,0.0764,0.35,99.906,4
4WI0iKq8iHKZMQw0ZxH652,"Disco Dangerous","Slugs of Love","Little Dragon",2023-07-07,166125,33,11146410335,2024-04-29T17:37:31Z,"art pop,chillwave,downtempo,electronica,gothenburg indie,indie soul,indietronica,neo-synthpop,swedish electropop,swedish synthpop,trip hop","Ninja Tune",0.778,0.362,0,-8.717,1,0.0572,0.0867,0.0401,0.0771,0.333,118.012,4
32PKkiwexuMNEDqfH1p3IH,"You Ain't No Celebrity","Volcano","Jungle,Roots Manuva",2023-08-11,153508,51,11146410335,2024-04-29T17:37:31Z,"indie soul,uk contemporary r&b,trip hop,uk hip hop","Caiola Records",0.81,0.551,2,-7.312,1,0.0677,0.0724,0.000405,0.35,0.463,104.045,4
19kHhX6f6EfLU7rcO3RqjO,"Back On 74","Volcano","Jungle",2023-08-11,209482,78,11146410335,2024-04-29T17:37:31Z,"indie soul,uk contemporary r&b","Caiola Records",0.62,0.761,10,-7.282,0,0.175,0.207,0.000147,0.269,0.194,146.003,4
2IqjKEBiz0CdLKdkXhxw84,"Retrograde","Overgrown","James Blake",2013-04-08,223600,60,11146410335,2024-04-29T17:37:31Z,"art pop,indie soul,indietronica,uk alternative pop","Polydor Records",0.533,0.251,7,-11.283,0,0.0372,0.873,0.104,0.134,0.186,77.503,4
4jaxbEGk3Jgu45VdK8FOkS,"Big Hammer","Playing Robots Into Heaven","James Blake",2023-09-08,240742,31,11146410335,2024-04-29T17:37:31Z,"art pop,indie soul,indietronica,uk alternative pop","Republic Records / Polydor Records",0.938,0.546,1,-9.106,1,0.309,0.326,0.178,0.0798,0.208,139.982,4
0GQW2gDyxgT5IsNEM4osbJ,"Loading","Playing Robots Into Heaven","James Blake",2023-09-08,284551,42,11146410335,2024-04-29T17:37:31Z,"art pop,indie soul,indietronica,uk alternative pop","Republic Records / Polydor Records",0.683,0.544,1,-8.614,0,0.0357,0.0881,0.129,0.1,0.0734,131.993,4
5Qnrgqy1pAm9GyNQOgyVFz,"Fourth of July","Carrie & Lowell","Sufjan Stevens",2015-03-31,279316,77,11146410335,2024-04-29T17:37:48Z,"art pop,baroque pop,chamber pop,indie pop,indie rock,singer-songwriter","Asthmatic Kitty",0.435,0.104,6,-22.39,0,0.0445,0.973,0.33,0.119,0.162,120.484,4
10nyNJ6zNy2YVYLrcwLccB,"No Surprises","OK Computer","Radiohead",1997-05-28,229120,81,11146410335,2024-04-29T17:37:48Z,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock","XL Recordings",0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4
4RkQzVNxEt6JwOXCWolXsr,"I'm a Kid","Melt Away","Jadu Heart",2019-08-16,206500,59,11146410335,2024-04-29T17:38:07Z,"indie soul,vapor soul","VLF Records",0.657,0.606,10,-7.238,0,0.0294,0.000847,0.000198,0.122,0.837,120.037,4
3PphHkiVdhRaO1EWH6ZWqZ,"Yards / Gardens","Look at it in the Light","Kate Bollinger",2022-04-22,141743,57,11146410335,2024-04-29T17:39:05Z,"charlottesville indie,indie pop","Ghostly International",0.8,0.544,10,-7.52,1,0.032,0.268,0.617,0.11,0.745,107.984,4
6qopJBPesEVIrIT0qMtbNs,"Heavy Bend","Dragon New Warm Mountain I Believe In You","Big Thief",2022-02-11,96553,47,11146410335,2024-04-29T17:39:05Z,"art pop,brooklyn indie,chamber pop,countrygaze,indie pop,indie rock,pov: indie,small room","4AD",0.682,0.345,1,-9.403,1,0.074,0.863,0.00000334,0.1,0.485,133.263,4
3vkCueOmm7xQDoJ17W1Pm3,"My Love Mine All Mine","The Land Is Inhospitable and So Are We","Mitski",2023-09-15,137773,87,11146410335,2024-04-29T17:39:05Z,"brooklyn indie,pov: indie","Dead Oceans",0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,4
1h44AOekmUQtwtSpMZ9S2t,"The Fear of Losing This","If Blue Could Be Happiness","Florist",2017-09-29,233062,50,11146410335,2024-04-29T17:39:05Z,"countrygaze,small room","Double Double Whammy",0.378,0.124,0,-20.639,1,0.04,0.909,0.883,0.115,0.159,123.028,3
6hUTzxvNiJ1c0lYqgoOTBW,"Motel 6","Kindness, A Rebel","River Whyless",2018-06-08,195126,65,11146410335,2024-04-29T17:39:05Z,"asheville indie,folk-pop,indie folk,new americana,north carolina roots,stomp and flutter,stomp and holler","Roll Call Records",0.493,0.444,4,-8.951,1,0.0333,0.299,0.00101,0.0995,0.13,168.127,3
3vy3ld7my2hDUTv4u7KIJR,"Mother Nature's Bitch","Watch This Liquid Pour Itself","Okay Kaya",2020-01-24,93737,55,11146410335,2024-04-29T17:39:05Z,"art pop","Jagjaguwar",0.729,0.588,5,-10.167,0,0.0339,0.176,0.582,0.216,0.749,126.023,4
15z5xDY6UAjEiWoMXhTK3Q,"Death of the Phone Call","Huli Ka","Whatever, Dad",2017-07-26,95000,62,11146410335,2024-04-29T17:39:05Z,"lo-fi indie,small room","Lauren Records",0.355,0.0817,9,-17.462,1,0.0443,0.982,0.0017,0.102,0.108,148.672,4
41JuXOUMN95aHzs1d7wdLl,"Storm In A Teacup","Renaissance","BOP,Subwave,Isaac Howlett",2022-11-11,268052,27,11146410335,2024-04-29T17:39:05Z,"drumfunk,liquid funk,minimal dnb,russian dnb","Hospital Records",0.645,0.886,7,-6.688,1,0.0682,0.00318,0.00738,0.14,0.397,159.978,4
69BSm4vFLLo4L8nUulybMc,"at least i'm pretty","at least i'm pretty","Harriette",2021-04-19,106800,51,11146410335,2024-04-29T17:39:11Z,"","Harriette",0.86,0.422,1,-9.785,1,0.0296,0.541,0.00449,0.139,0.523,99.958,4
77RNVzAVwqWiZrZuWqMV2i,"Nancy From Now On","Fear Fun","Father John Misty",2012-05-01,234160,62,11146410335,2024-04-29T17:39:24Z,"art pop,chamber pop,indie rock,singer-songwriter,stomp and holler","Sub Pop Records",0.535,0.646,0,-9.168,1,0.0278,0.526,0.0406,0.0908,0.501,107.078,4
2MYidPOz5NHAtKUySTzbwx,"Paul","Masterpiece","Big Thief",2016-05-27,183894,55,11146410335,2024-04-29T17:39:24Z,"art pop,brooklyn indie,chamber pop,countrygaze,indie pop,indie rock,pov: indie,small room","4AD",0.477,0.264,11,-11.536,1,0.0399,0.215,0.000321,0.108,0.171,123.458,4
21iSFtrC2VHP3PfImVTglV,"Everybody Wants to Love You","Psychopomp","Japanese Breakfast",2016-04-01,132631,44,11146410335,2024-04-29T17:39:24Z,"art pop,eugene indie,indie pop,indie rock,philly indie","Dead Oceans",0.485,0.877,7,-3.263,1,0.0348,0.406,0.156,0.284,0.682,129.898,4
